volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
390028,Hudson Mountains,Stratovolcano,-210,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-74.33,-99.42,749,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt,Trachybasalt, , , , , , , , ,0,0,0,0
390030,Deception Island,Caldera,1970,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-63.001,-60.652,602,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt,Trachybasalt,Trachyandesite,Trachyte, ,Dacite, , , , ,0,0,0,0
390031,Penguin Island,Stratovolcano,1905,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-62.1,-57.93,180,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,0
390070,Southern Thule,Stratovolcano,1975,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-59.442,-27.225,1075,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Basalt,Dacite, , , , , , , ,0,0,0,0
390080,Bristol Island,Stratovolcano,2016,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-59.017,-26.533,1100,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,0,0,0,0
390081,Montagu Island,Shield,2007,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-58.445,-26.374,1370,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,0
390090,Saunders,Stratovolcano,2020,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-57.8,-26.483,843,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,0,0,0,0
390100,Candlemas Island,Stratovolcano,1911,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-57.08,-26.67,550,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Andesite,Dacite, , , , , , , ,0,0,0,0
390130,Zavodovski,Stratovolcano,2016,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-56.3,-27.57,551,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,0
390140,Protector Seamounts,Submarine,1962,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-55.912,-28.167,-55,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite, , , , , , , , , ,0,0,0,0
